Symbol,Name,Asset Class,Weight (%),Price,Shares,MarketCap,Notional Value,Sector,SEDOL,ISIN,Exchange
"IIIN","INSTEEL INDUSTRIES INC","Equity","0.06","23.05","1,150,771.00","26,525,271.55","26,525,271.55","Industrials","2325875","US45774W1080","NASDAQ"
"RGS","REGIS CORP","Equity","0.06","17.02","1,540,268.00","26,215,361.36","26,215,361.36","Consumer Discretionary","2730327","US7589321071","New York Stock Exchange Inc."
"VIVO","MERIDIAN BIOSCIENCE INC","Equity","0.05","9.47","2,704,053.00","25,620,902.18","25,620,902.18","Health Care","2580265","US5895841014","NASDAQ"
"GPOR","GULFPORT ENERGY CORP","Equity","0.05","2.79","8,882,023.00","24,780,844.17","24,780,844.17","Energy","2398684","US4026353049","NASDAQ"
"CENX","CENTURY ALUMINUM","Equity","0.05","7.90","3,108,676.00","24,558,540.40","24,558,540.40","Materials","2186254","US1564311082","NASDAQ"
"CATO","CATO CORP CLASS A","Equity","0.05","17.60","1,382,660.00","24,334,816.00","24,334,816.00","Consumer Discretionary","2180438","US1492051065","New York Stock Exchange Inc."
"DO","DIAMOND OFFSHORE DRILLING INC","Equity","0.05","6.08","3,938,108.00","23,943,696.64","23,943,696.64","Energy","2261021","US25271C1027","New York Stock Exchange Inc."
"CAMP","CALAMP CORP","Equity","0.05","11.19","2,135,152.00","23,892,350.88","23,892,350.88","Information Technology","2164700","US1281261099","NASDAQ"
"HVT","HAVERTY FURNITURE COMPANIES INC","Equity","0.05","20.84","1,145,423.00","23,870,615.32","23,870,615.32","Consumer Discretionary","2414245","US4195961010","New York Stock Exchange Inc."
"UFI","UNIFI INC","Equity","0.05","25.51","930,023.00","23,724,886.73","23,724,886.73","Consumer Discretionary","2911865","US9046772003","New York Stock Exchange Inc."
"CEIX","CONSOL ENERGY INC","Equity","0.05","14.63","1,621,276.00","23,719,267.88","23,719,267.88","Energy","BF4L070","US20854L1089","New York Stock Exchange Inc."
"BCEI","BONANZA CREEK ENERGY INC","Equity","0.05","20.13","1,172,626.00","23,604,961.38","23,604,961.38","Energy","BYXGJD8","US0977934001","New York Stock Exchange Inc."
"CYH","COMMUNITY HEALTH SYSTEMS INC","Equity","0.05","3.20","7,369,147.00","23,581,270.40","23,581,270.40","Health Care","2600248","US2036681086","New York Stock Exchange Inc."
"RRGB","RED ROBIN GOURMET BURGERS INC","Equity","0.05","28.95","809,552.00","23,436,530.40","23,436,530.40","Consumer Discretionary","2966144","US75689M1018","NASDAQ"
"SLCA","US SILICA HOLDINGS INC","Equity","0.05","5.15","4,511,032.00","23,231,814.80","23,231,814.80","Energy","B7GGNT0","US90346E1038","New York Stock Exchange Inc."
"UNFI","UNITED NATURAL FOODS INC","Equity","0.05","7.15","3,246,115.00","23,209,722.25","23,209,722.25","Consumer Staples","2895163","US9111631035","New York Stock Exchange Inc."
"PVAC","PENN VA CORP","Equity","0.05","27.15","847,181.00","23,000,964.15","23,000,964.15","Energy","BZCD9S2","US70788V1026","NASDAQ"
"CBB","CINCINNATI BELL INC","Equity","0.05","7.58","3,007,349.00","22,795,705.42","22,795,705.42","Communication","BD5CWW7","US1718715022","New York Stock Exchange Inc."
"HZO","MARINEMAX INC","Equity","0.05","16.32","1,395,722.00","22,778,183.04","22,778,183.04","Consumer Discretionary","2250353","US5679081084","New York Stock Exchange Inc."
"CRCM","CARE.COM INC","Equity","0.05","12.77","1,778,399.00","22,710,155.23","22,710,155.23","Communication","BJ2SGK6","US1416331072","New York Stock Exchange Inc."
"DSPG","DSP GROUP INC","Equity","0.05","15.45","1,455,968.00","22,494,705.60","22,494,705.60","Information Technology","2275680","US23332B1061","NASDAQ"
"TUP","TUPPERWARE BRANDS CORP","Equity","0.05","7.49","2,987,290.00","22,374,802.10","22,374,802.10","Consumer Discretionary","2872069","US8998961044","New York Stock Exchange Inc."
"LDL","LYDALL INC","Equity","0.05","20.10","1,105,030.00","22,211,103.00","22,211,103.00","Industrials","2534671","US5508191062","New York Stock Exchange Inc."
"MOV","MOVADO GROUP INC","Equity","0.05","20.84","1,057,254.00","22,033,173.36","22,033,173.36","Consumer Discretionary","2643168","US6245801062","New York Stock Exchange Inc."
"EZPW","EZCORP NON VOTING INC CLASS A","Equity","0.05","6.60","3,336,440.00","22,020,504.00","22,020,504.00","Financials","2326287","US3023011063","NASDAQ"
"FOSL","FOSSIL GROUP INC","Equity","0.05","7.65","2,873,394.00","21,981,464.10","21,981,464.10","Consumer Discretionary","BBGT609","US34988V1061","NASDAQ"
"DFIN","DONNELLEY FINANCIAL SOLUTIONS INC","Equity","0.05","10.80","2,014,902.00","21,760,941.60","21,760,941.60","Financials","BYND5T7","US25787G1004","New York Stock Exchange Inc."
"CLW","CLEARWATER PAPER CORP","Equity","0.05","20.94","1,036,837.00","21,711,366.78","21,711,366.78","Materials","B3K9Z35","US18538R1032","New York Stock Exchange Inc."
"OMI","OWENS & MINOR INC","Equity","0.04","5.40","3,963,456.00","21,402,662.40","21,402,662.40","Health Care","2665128","US6907321029","New York Stock Exchange Inc."
"SCVL","SHOE CARNIVAL INC","Equity","0.04","36.68","577,622.00","21,187,174.96","21,187,174.96","Consumer Discretionary","2805474","US8248891090","NASDAQ"
"EXPR","EXPRESS INC","Equity","0.04","4.94","4,258,992.00","21,039,420.48","21,039,420.48","Consumer Discretionary","B464DZ9","US30219E1038","New York Stock Exchange Inc."
"CPSI","COMPUTER PROGRAMS AND SYSTEMS INC","Equity","0.04","26.08","788,647.00","20,567,913.76","20,567,913.76","Health Care","2872122","US2053061030","NASDAQ"
"PKE","PARK AEROSPACE CORP","Equity","0.04","16.36","1,246,935.00","20,399,856.60","20,399,856.60","Industrials","BK9TGC1","US70014A1043","New York Stock Exchange Inc."
"AMAG","AMAG PHARMACEUTICALS INC","Equity","0.04","11.11","1,782,496.00","19,803,530.56","19,803,530.56","Health Care","2008121","US00163U1060","NASDAQ"
"PEI","PENNSYLVANIA REAL ESTATE INVESTMEN","Equity","0.04","5.29","3,728,771.00","19,725,198.59","19,725,198.59","Real Estate","2680767","US7091021078","New York Stock Exchange Inc."
"AKRX","AKORN INC","Equity","0.04","3.30","5,955,585.00","19,653,430.50","19,653,430.50","Health Care","2012100","US0097281069","NASDAQ"
"ARLO","ARLO TECHNOLOGIES INC","Equity","0.04","4.05","4,844,003.00","19,618,212.15","19,618,212.15","Information Technology","BYWPZY9","US04206A1016","New York Stock Exchange Inc."
"IVC","INVACARE CORP","Equity","0.04","9.28","2,113,160.00","19,610,124.80","19,610,124.80","Health Care","2467971","US4612031017","New York Stock Exchange Inc."
"FF","FUTUREFUEL CORP","Equity","0.04","11.84","1,651,855.00","19,557,963.20","19,557,963.20","Materials","B3BBRD4","US36116M1062","New York Stock Exchange Inc."
"HCI","HCI GROUP INC","Equity","0.04","46.82","414,299.00","19,397,479.18","19,397,479.18","Financials","BBN23F5","US40416E1038","New York Stock Exchange Inc."
"LCI","LANNETT COMPANY INC","Equity","0.04","9.16","2,097,813.00","19,215,967.08","19,215,967.08","Health Care","2447694","US5160121019","New York Stock Exchange Inc."
"CENT","CENTRAL GARDEN AND PET","Equity","0.04","29.19","654,408.00","19,102,169.52","19,102,169.52","Consumer Staples","2183868","US1535271068","NASDAQ"
"TMST","TIMKENSTEEL CORP","Equity","0.04","7.34","2,570,493.00","18,867,418.62","18,867,418.62","Materials","BNBPMX1","US8873991033","New York Stock Exchange Inc."
"LOCO","EL POLLO LOCO INC","Equity","0.04","15.18","1,222,813.00","18,562,301.34","18,562,301.34","Consumer Discretionary","BP857F5","US2686031079","NASDAQ"
"LL","LUMBER LIQUIDATORS HOLDINGS INC","Equity","0.04","10.11","1,826,517.00","18,466,086.87","18,466,086.87","Consumer Discretionary","B5KKQN9","US55003T1079","New York Stock Exchange Inc."
"RRD","RR DONNELLEY AND SONS","Equity","0.04","3.87","4,555,360.00","17,629,243.20","17,629,243.20","Industrials","BYND5W0","US2578672006","New York Stock Exchange Inc."
"CNSL","CONSOLIDATED COMMUNICATIONS HOLDIN","Equity","0.04","3.69","4,557,090.00","16,815,662.10","16,815,662.10","Communication","B07LSQ7","US2090341072","NASDAQ"
"VRTV","VERITIV CORP","Equity","0.04","20.72","808,931.00","16,761,050.32","16,761,050.32","Industrials","BNBKSP0","US9234541020","New York Stock Exchange Inc."
"UIHC","UNITED INSURANCE HOLDINGS CORP","Equity","0.04","12.65","1,324,490.00","16,754,798.50","16,754,798.50","Financials","B292PW7","US9107101027","NASDAQ"
"SENEA","SENECA FOODS CORP CLASS A","Equity","0.04","37.70","443,552.00","16,721,910.40","16,721,910.40","Consumer Staples","2781626","US8170705011","NASDAQ"
"JCP","JC PENNEY INC","Equity","0.03","1.10","15,078,487.00","16,586,335.70","16,586,335.70","Consumer Discretionary","2680303","US7081601061","New York Stock Exchange Inc."
"VRA","VERA BRADLEY INC","Equity","0.03","11.09","1,481,465.00","16,422,039.53","16,422,039.53","Consumer Discretionary","B4626P4","US92335C1062","NASDAQ"
"GHL","GREENHILL INC","Equity","0.03","16.55","941,472.00","15,581,361.60","15,581,361.60","Financials","B00G8B4","US3952591044","New York Stock Exchange Inc."
"BGG","BRIGGS AND STRATTON CORP","Equity","0.03","5.75","2,667,022.00","15,335,376.50","15,335,376.50","Industrials","2156581","US1090431099","New York Stock Exchange Inc."
"GEOS","GEOSPACE TECHNOLOGIES CORP","Equity","0.03","16.58","886,654.00","14,700,723.32","14,700,723.32","Energy","B89MJ94","US37364X1090","NASDAQ"
"CONN","CONNS INC","Equity","0.03","12.42","1,181,779.00","14,677,695.18","14,677,695.18","Consumer Discretionary","2925792","US2082421072","NASDAQ"
"DAKT","DAKTRONICS INC","Equity","0.03","6.15","2,385,533.00","14,671,027.95","14,671,027.95","Information Technology","2254010","US2342641097","NASDAQ"
"RES","RPC INC","Equity","0.03","4.65","3,145,640.00","14,627,226.00","14,627,226.00","Energy","2719456","US7496601060","New York Stock Exchange Inc."
"NE","NOBLE PLC","Equity","0.03","0.94","15,459,627.00","14,527,411.49","14,527,411.49","Energy","BFG3KF2","GB00BFG3KF26","New York Stock Exchange Inc."
"CDR","CEDAR REALTY TRUST REIT INC","Equity","0.03","2.62","5,531,979.00","14,493,784.98","14,493,784.98","Real Estate","2033242","US1506022094","New York Stock Exchange Inc."
"DPLO","DIPLOMAT PHARMACY INC","Equity","0.03","3.92","3,686,278.00","14,450,209.76","14,450,209.76","Health Care","BRB38H9","US25456K1016","New York Stock Exchange Inc."
"SPOK","SPOK HOLDINGS INC","Equity","0.03","11.86","1,164,455.00","13,810,436.30","13,810,436.30","Communication","BNZB473","US84863T1060","NASDAQ"
"FRGI","FIESTA RESTAURANT GROUP INC","Equity","0.03","9.44","1,402,673.00","13,234,219.76","13,234,219.76","Consumer Discretionary","B7V5P52","US31660B1017","NASDAQ"
"AAOI","APPLIED OPTOELECTRONICS INC","Equity","0.03","11.07","1,184,205.00","13,109,149.35","13,109,149.35","Information Technology","BDW0D09","US03823U1025","NASDAQ"
"BELFB","BEL FUSE INC CLASS B","Equity","0.03","19.86","658,534.00","13,078,485.24","13,078,485.24","Information Technology","2279897","US0773473006","NASDAQ"
"RYAM","RAYONIER ADVANCED MATERIALS INC","Equity","0.03","3.98","3,217,990.00","12,807,600.20","12,807,600.20","Materials","BN458W9","US75508B1044","New York Stock Exchange Inc."
"EXTN","EXTERRAN CORP","Equity","0.03","7.07","1,795,256.00","12,692,459.92","12,692,459.92","Energy","BYMC5T5","US30227H1068","New York Stock Exchange Inc."
"ERA","ERA GROUP INC","Equity","0.03","9.93","1,275,343.00","12,664,155.99","12,664,155.99","Energy","B8KM2D8","US26885G1094","New York Stock Exchange Inc."
"TLRD","TAILORED BRANDS INC","Equity","0.03","4.12","3,013,354.00","12,415,018.48","12,415,018.48","Consumer Discretionary","BZ8FLW0","US87403A1079","New York Stock Exchange Inc."
"TWI","TITAN INTERNATIONAL INC","Equity","0.02","3.53","3,322,168.00","11,727,253.04","11,727,253.04","Industrials","2890265","US88830M1027","New York Stock Exchange Inc."
"TTI","TETRA TECHNOLOGIES INC","Equity","0.02","1.42","8,208,754.00","11,656,430.68","11,656,430.68","Energy","2884280","US88162F1057","New York Stock Exchange Inc."
"BNED","BARNES AND NOBLE EDUCATION INC","Equity","0.02","4.35","2,504,405.00","10,894,161.75","10,894,161.75","Consumer Discretionary","BYQDT70","US06777U1016","New York Stock Exchange Inc."
"ZEUS","OLYMPIC STEEL INC","Equity","0.02","17.67","594,304.00","10,501,351.68","10,501,351.68","Materials","2659013","US68162K1060","NASDAQ"
"CBL","CBL AND ASSOCIATES PROPERTIES REIT","Equity","0.02","1.04","10,024,942.00","10,425,939.68","10,425,939.68","Real Estate","2167475","US1248301004","New York Stock Exchange Inc."
"HPR","HIGHPOINT RESOURCES CORP","Equity","0.02","1.43","7,239,796.00","10,352,908.28","10,352,908.28","Energy","BDF0CY3","US43114K1088","New York Stock Exchange Inc."
"LQDT","LIQUIDITY SERVICES INC","Equity","0.02","5.51","1,763,252.00","9,724,334.78","9,724,334.78","Consumer Discretionary","B0ZN8Z4","US53635B1070","NASDAQ"
"REI","RING ENERGY INC","Equity","0.02","2.32","3,953,486.00","9,172,087.52","9,172,087.52","Energy","B1TGYD6","US76680V1089","Nyse Mkt Llc"
"KLXE","KLX ENERGY SERVICES HOLDINGS INC","Equity","0.02","6.39","1,343,224.00","8,589,917.48","8,589,917.48","Energy","BGL64M8","US48253L1061","NASDAQ"
"MDR","MCDERMOTT INTERNATIONAL INC","Equity","0.02","0.77","10,844,303.00","8,359,873.18","8,359,873.18","Energy","BD9NR98","PAL1201471A1","New York Stock Exchange Inc."
"VSI","VITAMIN SHOPPE INC","Equity","0.01","6.50","1,074,501.00","6,984,256.50","6,984,256.50","Consumer Discretionary","B55C7L5","US92849E1010","New York Stock Exchange Inc."
"ACOR","ACORDA THERAPEUTICS INC","Equity","0.01","1.69","3,195,659.00","5,400,663.71","5,400,663.71","Health Care","2925844","US00484M1062","NASDAQ"
"LXU","LSB INDUSTRIES INC","Equity","0.01","3.69","1,433,140.00","5,288,286.60","5,288,286.60","Materials","2536882","US5021601043","New York Stock Exchange Inc."
"FTR","FRONTIER COMMUNICATIONS CORP","Equity","0.01","0.66","6,960,033.00","4,563,693.64","4,563,693.64","Communication","BF0HZC2","US35906A3068","NASDAQ"
"UNT","UNIT CORP","Equity","0.01","0.75","3,912,061.00","2,934,828.16","2,934,828.16","Energy","2925833","US9092181091","New York Stock Exchange Inc."
